,Date,Internal_Number,InfoCode,ISIN,SEDOL,Instrument_Name,Country,Currency,ICB,Mcap_Units_Index_Currency,Full_Mcap_Units_Index_Currency,Free_Float,Capfactor,FOR_FF,Weight
60531,2010-06-21,ID00SN,152340.0,ID1000110901,B2RHG43,INDIKA ENERGY,ID,IDR,60101040.0,179016349.0,1790163485.6959999,0.1,1.0,0.1,0.0003396642599494
61036,2010-09-20,MY22AY,150089.0,MYL5168OO009,B2QPJK5,HARTALEGA HOLDINGS,MY,MYR,20102015.0,22017856.0,550446406.2708141,0.04,1.0,0.04,4.085712996065864e-05
61057,2010-09-20,IN02W3,141232.0,INE483A01010,B236VP0,CENTRAL BANK OF INDIA,IN,INR,30101010.0,235240917.0,1809545539.5141695,0.13,1.0,0.13,0.0004365215540483
61059,2010-09-20,IN08CP,18651.0,INE347G01014,B00KT68,PETRONET L N G,IN,INR,65102020.0,159312601.0,1810370280.8685,0.35,0.2514286,0.09,0.0002956262246164
61087,2010-09-20,IN05AK,4741.0,INE176B01026,6709776,HAVELL'S INDIA,IN,INR,50202010.0,103643163.0,1088688772.7055414,0.3,0.3173333,0.1,0.0001923240019475
61089,2010-09-20,IN0AJY,11956.0,INE517B01013,6326067,TATA TLSVS.MAHARASTRA,IN,INR,15102015.0,116694770.0,981915532.7777305,0.22,0.5402,0.12,0.0002165430359622
61090,2010-09-20,IN80W9,215340.0,INE805D01026,B03PX13,SUNTECK REALTY,IN,INR,35101010.0,111974356.0,902291163.9000583,0.44,0.2820455,0.12,0.0002077836650104
61094,2010-09-20,IN06T4,5388.0,INE269B01029,B1KMXJ2,LAKSHMI MACHINE WKS.,IN,INR,50204050.0,71433696.0,660811213.0430199,0.6,0.1801667,0.11,0.0001325549499934
61100,2010-09-20,IN017D,4952.0,INE421A01028,B07Y0K4,ABAN OFFSHORE,IN,INR,60101015.0,38620892.0,799604116.3371618,0.58,0.0832759,0.05,7.166632407989958e-05
61111,2010-09-20,IN097L,5156.0,INE027A01015,6101101,RASHTRIYA CHEMS.& FERT.,IN,INR,55201000.0,82001510.0,1025018897.5235368,0.08,1.0,0.08,0.0001521649678806
61117,2010-09-20,IN01GM,6622.0,INE434A01013,6580368,ANDHRA BANK,IN,INR,30101010.0,241632829.0,1774102854.55,0.39,0.3492308,0.14,0.0004483826171455
61124,2010-09-20,IN0AGV,45276.0,INE256C01024,B05N274,TRIVENI ENGR.& INDS.,IN,INR,45102035.0,85408697.0,610062079.3176,0.3,0.4666667,0.14,0.0001584874673128
61130,2010-09-20,IN0319,5161.0,INE178A01016,6121563,CHENNAI PETROLEUM CORPORATION,IN,INR,60101020.0,71045257.0,826107705.408921,0.27,0.3185185,0.09,0.0001318341485355
61148,2010-09-20,IN02CJ,18650.0,INE376G01013,6741251,BIOCON,IN,INR,20103010.0,66343018.0,1567502962.2695045,0.41,0.1032293,0.04,0.0001231085037711
61155,2010-09-20,IN02NU,30419.0,INE589G01011,B0PDQG1,BOMBAY RAYON FASHIONS,IN,INR,40204020.0,57162211.0,633025651.83,0.49,0.1842857,0.09,0.0001060722662399
61157,2010-09-20,IN05DN,26566.0,INE383A01012,6150062,INDIA CEMENTS,IN,INR,50101030.0,109887408.0,804994708.446656,0.49,0.2785857,0.14,0.0002039110488185
61176,2010-09-20,IN117E,21239.0,INE944F01028,B0VY3T0,RADICO KHAITAN,IN,INR,45101015.0,26842789.0,510795004.2730496,0.45,0.11678,0.05,4.981045014916703e-05
61199,2010-09-20,IN17S5,230240.0,INE593D01010,B03M8K8,SOLVAY PHARMA INDIA,IN,INR,20103015.0,8951200.0,298373748.50064605,0.03,1.0,0.03,1.661017047726389e-05
61200,2010-09-20,IN06AL,147921.0,INE824G01012,B0BV6C5,JSW HOLDINGS,IN,INR,30202010.0,45547545.0,456846031.25552297,0.53,0.1881132,0.1,8.45196719178265e-05
61213,2010-09-20,IN17R4,229495.0,INE949H01015,B233MM5,MAN INFRACONSTRUCTION,IN,INR,50101010.0,34360081.0,354337136.34843177,0.32,0.3030313,0.1,6.375980907840243e-05
61217,2010-09-20,IN043C,5162.0,INE188A01015,6418889,FERT.& CHEMS.TRAVANCORE,IN,INR,55201015.0,21240974.0,708032478.0464,0.03,1.0,0.03,3.9415519622299786e-05
61263,2010-09-20,IN11V2,213674.0,INE919H01018,B3LBWM8,INDIAN MTLS.& FEALY.,IN,INR,55102010.0,39639636.0,421788067.4261128,0.37,0.254,0.09,7.355674229340053e-05
61272,2010-09-20,IN11EL,28914.0,INE067H01016,B00CWW1,ABG SHIPYARD,IN,INR,50206030.0,26350763.0,268064732.11868855,0.24,0.4095833,0.1,4.889742890740656e-05
61274,2010-09-20,IN089M,215091.0,INE542F01012,B2NXD22,RELIANCE NAVAL AND ENGINEERING,IN,INR,50206060.0,151532803.0,1515328031.756032,0.5,0.2,0.1,0.0002811897500589
61388,2010-09-20,BR10DG,19191.0,BRGOLLACNPR4,B01NTS8,GOL LINHAS AEREAS INTELIGENTES PN,BR,BRL,40501010.0,265846982.0,1979500941.94916,1.0,0.1343,0.13,0.0004933152752576
61432,2010-09-20,BR12Y3,43021.0,BRJFENACNOR0,2474733,JOAO FORTES ENGENHARIA ON,BR,BRL,35101010.0,75117964.0,751179642.0,0.1,1.0,0.1,0.000139391610951
61451,2010-09-20,EV043,26993.0,RU000A0F5UN3,B5B5BY9,ENEL ROSSIYA,RU,RUB,65101015.0,98282386.0,3024073156.934717,0.0325,1.0,0.03,0.0001823763502516
61471,2010-09-20,RU10I4,36528.0,RU0009066807,B59PZN8,CHELYABINSK TUBE ROLLING PLANT,RU,RUB,55102010.0,121318424.0,866560176.0903767,0.14,1.0,0.14,0.0002251228555582
61507,2010-09-20,EG10OJ,7224.0,EGS30201C015,6108845,DELTA SUGAR,EG,EGP,45102035.0,24032229.0,343317560.408064,0.07,1.0,0.07,4.459507335761072e-05
61515,2010-09-20,EG211Y,36505.0,EGS60301C016,6440752,HOUSING & DEV.BANK,EG,EGP,30101010.0,56974311.0,406959376.1585962,0.14,1.0,0.14,0.0001057235922037
61527,2010-09-20,EG10SN,8493.0,EGS21171C011,B0X46V1,ZAHRAA MAADI INV.& DEV.,EG,EGP,35101010.0,10992648.0,157037889.05658048,0.07,1.0,0.07,2.039835522349561e-05
61606,2010-09-20,CN8D3N,215894.0,KYG9884T1013,B51QBN1,YUZHOU GROUP HOLDINGS COMPANY,CN,HKD,35101010.0,68719887.0,763554381.5428624,0.09,1.0,0.09,0.0001275191078568
61911,2010-09-20,KR018K,25344.0,KR7000680009,6497877,LS NETWORKS,KR,KRW,40204025.0,4188454.0,418845412.14,0.01,1.0,0.01,7.772246735206212e-06
61930,2010-09-20,KR00X8,215266.0,KR7000080002,B05R492,HITEJINRO,KR,KRW,45101010.0,196203252.0,1401451797.3509998,0.14,1.0,0.14,0.0003640818509153
61972,2010-09-20,ID2041,3926.0,ID1000105604,B1W5678,GLOBAL MEDIACOM,ID,IDR,40301035.0,52758206.0,613467515.6992,0.25,0.344,0.09,9.790003527288034e-05
61986,2010-09-20,ID20EB,137567.0,ID1000106206,B1Z5HY9,MEDIA NUSNT.CITRA,ID,IDR,40301035.0,85605685.0,650993780.3008,0.21,0.6261905,0.13,0.0001588530053705
62024,2010-09-20,CL0243,658.0,CL0000000183,B0131Z9,MASISA PF.SHS.,CL,CLP,55101010.0,137665048.0,1147208513.7994118,0.12,1.0,0.12,0.000255456242296
62083,2010-09-20,TH104F,214874.0,TH1016010007,B2R7SH0,BANGKOK LIFE ASSURANCE,TH,THB,30301010.0,51260421.0,1229267340.0,0.53,0.0786792,0.04,9.512069125327532e-05
62164,2010-12-20,TW07QM,44460.0,TW0006012008,6041939,TAIWAN INTL.SECS.,TW,TWD,30202015.0,44024109.0,440241054.35368323,0.1,1.0,0.1,7.02596090985232e-05
62550,2010-12-20,MY228W,140209.0,MYL5138OO002,B28VNR6,HAP SENG PLTNS.HDG.,MY,MYR,45102010.0,114315029.0,816535945.464624,0.14,1.0,0.14,0.0001824393368557
62606,2010-12-20,BR04QW,43284.0,BRRSIDACNOR8,B0WPDR0,ROSSI RESIDENCIAL ON,BR,BRL,40202010.0,103120725.0,2062414504.5490541,0.05,1.0,0.05,0.0001645739571573
62625,2010-12-20,BR10DG,19191.0,BRGOLLACNPR4,B01NTS8,GOL LINHAS AEREAS INTELIGENTES PN,BR,BRL,40501010.0,263720530.0,1963667416.694693,1.0,0.1343,0.13,0.0004208807803255
62679,2010-12-20,IN17S5,230240.0,INE593D01010,B03M8K8,SOLVAY PHARMA INDIA,IN,INR,20103015.0,6439907.0,214663857.43732202,0.03,1.0,0.03,1.0277671910426244e-05
62681,2010-12-20,IN06AL,147921.0,INE824G01012,B0BV6C5,JSW HOLDINGS,IN,INR,30202010.0,24568193.0,334880166.161464,0.39,0.1881132,0.07,3.92092350224981e-05
62701,2010-12-20,IN02W3,141232.0,INE483A01010,B236VP0,CENTRAL BANK OF INDIA,IN,INR,30101010.0,204203505.0,1570796190.7647238,0.13,1.0,0.13,0.0003258954868989
62703,2010-12-20,IN08CP,18651.0,INE347G01014,B00KT68,PETRONET L N G,IN,INR,65102020.0,185772387.0,2111049599.9999998,0.35,0.2514286,0.09,0.0002964806236491
62711,2010-12-20,IN11HO,5691.0,INE195A01028,6136073,SUPREME INDUSTRIES,IN,INR,50203015.0,14431870.0,413412978.4059,0.08,0.4363636,0.03,2.303232405591e-05
62723,2010-12-20,IN17R4,229495.0,INE949H01015,B233MM5,MAN INFRACONSTRUCTION,IN,INR,50101010.0,20147415.0,221620849.679218,0.3,0.3030313,0.09,3.215396141795221e-05
62729,2010-12-20,IN043C,5162.0,INE188A01015,6418889,FERT.& CHEMS.TRAVANCORE,IN,INR,55201015.0,6958065.0,695806546.1484907,0.01,1.0,0.01,1.1104618312255128e-05
62734,2010-12-20,IN06IT,230218.0,INE775B01025,6288372,KWALITY DAIRY INDIA,IN,INR,45102020.0,27237408.0,453956795.8582272,0.25,0.24,0.06,4.3469128221016094e-05
62746,2010-12-20,IN05AK,4741.0,INE176B01026,6709776,HAVELL'S INDIA,IN,INR,50202010.0,109315328.0,1043882111.7916194,0.33,0.3173333,0.1,0.0001744601398691
62748,2010-12-20,IN0AJY,11956.0,INE517B01013,6326067,TATA TLSVS.MAHARASTRA,IN,INR,15102015.0,93956320.0,790585363.8296665,0.22,0.5402,0.12,0.0001499481639829
62749,2010-12-20,IN80W9,215340.0,INE805D01026,B03PX13,SUNTECK REALTY,IN,INR,35101010.0,97274634.0,783840567.0497571,0.44,0.2820455,0.12,0.0001552439768864
62755,2010-12-20,IN06T4,5388.0,INE269B01029,B1KMXJ2,LAKSHMI MACHINE WKS.,IN,INR,50204050.0,70279802.0,650136896.3846349,0.6,0.1801667,0.11,0.0001121619841537
62768,2010-12-20,IN017D,4952.0,INE421A01028,B07Y0K4,ABAN OFFSHORE,IN,INR,60101015.0,31910123.0,684260080.9570416,0.56,0.0832759,0.05,5.092647685989044e-05
62779,2010-12-20,IN09JX,45167.0,INE756B01017,B06WT79,SVOGL OIL GAS AND ENERGY,IN,INR,60101030.0,52353523.0,407737798.03956616,0.84,0.1528571,0.13,8.355281104974875e-05
62783,2010-12-20,IN097L,5156.0,INE027A01015,6101101,RASHTRIYA CHEMS.& FERT.,IN,INR,55201000.0,95985803.0,1199822514.3722742,0.08,1.0,0.08,0.0001531870865981
62790,2010-12-20,IN01GM,6622.0,INE434A01013,6580368,ANDHRA BANK,IN,INR,30101010.0,221448819.0,1625908974.9424808,0.39,0.3492308,0.14,0.0003534178842386
62798,2010-12-20,IN0AGV,45276.0,INE256C01024,B05N274,TRIVENI ENGR.& INDS.,IN,INR,45102035.0,83837219.0,598837217.9327999,0.3,0.4666667,0.14,0.000133798738206
62812,2010-12-20,IN0319,5161.0,INE178A01016,6121563,CHENNAI PETROLEUM CORPORATION,IN,INR,60101020.0,69516322.0,808329390.9146945,0.27,0.3185185,0.09,0.0001109435198265
62820,2010-12-20,IN06GR,9710.0,INE036D01010,6485258,KARUR VYSYA BANK,IN,INR,30101010.0,42976330.0,879408239.6768047,1.0,0.0488696,0.05,6.858742209386078e-05
62830,2010-12-20,IN07HT,5053.0,INE153A01019,6117807,MAHANAGAR TEL.NIGAM,IN,INR,15102015.0,42372558.0,735634690.616133,0.06,0.96,0.06,6.762384132713514e-05
62833,2010-12-20,IN05Z9,148594.0,INE091G01018,B04GKH0,JAI BALAJI INDS.,IN,INR,55102010.0,18286075.0,367190235.6058929,0.48,0.10375,0.05,2.9183384073628327e-05
62839,2010-12-20,IN02CJ,18650.0,INE376G01013,6741251,BIOCON,IN,INR,20103010.0,74791766.0,1767123600.3762,0.41,0.1032293,0.04,0.0001193627846721
62851,2010-12-20,IN11V2,213674.0,INE919H01018,B3LBWM8,INDIAN MTLS.& FEALY.,IN,INR,55102010.0,33506627.0,356529394.4941211,0.37,0.254,0.09,5.3474393206459285e-05
62853,2010-12-20,IN02NU,30419.0,INE589G01011,B0PDQG1,BOMBAY RAYON FASHIONS,IN,INR,40204020.0,62617288.0,557022550.2925072,0.61,0.1842857,0.11,9.99331111434793e-05
62866,2010-12-20,IN08Q3,4769.0,INE619A01027,6311676,RUCHI SOYA INDUSTRIES,IN,INR,45102020.0,91993586.0,702507158.1930687,0.53,0.2470762,0.13,0.000146815768422
62877,2010-12-20,IN11EL,28914.0,INE067H01016,B00CWW1,ABG SHIPYARD,IN,INR,50206030.0,59655233.0,441359402.36825424,0.33,0.4095833,0.14,9.520586438810884e-05
62883,2010-12-20,IN089M,215091.0,INE542F01012,B2NXD22,RELIANCE NAVAL AND ENGINEERING,IN,INR,50206060.0,98826570.0,1098073004.688,0.45,0.2,0.09,0.0001577207656093
63008,2010-12-20,EV029,42912.0,RU0008959580,B55XCQ8,KAMAZ,RU,RUB,50206015.0,130092010.0,1659336886.9662526,0.0784,1.0,0.08,0.0002076183704124
63009,2010-12-20,RU10I4,36528.0,RU0009066807,B59PZN8,CHELYABINSK TUBE ROLLING PLANT,RU,RUB,55102010.0,94631662.0,1051462887.7450391,0.09,1.0,0.09,0.0001510259658057
63011,2010-12-20,EV043,26993.0,RU000A0F5UN3,B5B5BY9,ENEL ROSSIYA,RU,RUB,65101015.0,105561107.0,3248033803.2586217,0.0325,1.0,0.03,0.0001684686477999
63013,2010-12-20,RU10H3,22045.0,RU000A0DM8R7,B596R02,SEVENTH CONTINENT,RU,RUB,45201010.0,60429528.0,604295273.8358324,0.1,1.0,0.1,9.644158875056988e-05
63050,2010-12-20,B03MSM,3080.0,TRAFFKRL91P0,B03MSM0,FINANS FINANSAL KIRALAMA,TR,TRY,30201025.0,28756150.0,264789578.00736,0.1086,1.0,0.11,4.589294148300646e-05
63080,2010-12-20,430007,23574.0,TRAECILC91E0,B03MRP6,ECZACIBASI IIAC SANAYI,TR,TRY,20103015.0,89623492.0,841535154.73152,0.1065,1.0,0.11,0.000143033252847
63188,2010-12-20,KR018K,25344.0,KR7000680009,6497877,LS NETWORKS,KR,KRW,40204025.0,35750229.0,357502285.95,0.1,1.0,0.1,5.7055035792381125e-05
63308,2010-12-20,EG10OJ,7224.0,EGS30201C015,6108845,DELTA SUGAR,EG,EGP,45102035.0,31436841.0,449097735.42770207,0.07,1.0,0.07,5.0171149629681934e-05
63320,2010-12-20,EG10SN,8493.0,EGS21171C011,B0X46V1,ZAHRAA MAADI INV.& DEV.,EG,EGP,35101010.0,10898046.0,155686432.67315015,0.07,1.0,0.07,1.7392571236313364e-05
63400,2010-12-20,CN8D3N,215894.0,KYG9884T1013,B51QBN1,YUZHOU GROUP HOLDINGS COMPANY,CN,HKD,35101010.0,22029683.0,734322771.6978232,0.03,1.0,0.03,3.515793848648662e-05
63478,2010-12-20,ID2041,3926.0,ID1000105604,B1W5678,GLOBAL MEDIACOM,ID,IDR,40301035.0,79895830.0,929021284.7104,0.25,0.344,0.09,0.0001275085382057
63509,2010-12-20,ID20EB,137567.0,ID1000106206,B1Z5HY9,MEDIA NUSNT.CITRA,ID,IDR,40301035.0,176145027.0,1339505860.68992,0.21,0.6261905,0.13,0.0002811159844636
63611,2010-12-20,TH104F,214874.0,TH1016010007,B2R7SH0,BANGKOK LIFE ASSURANCE,TH,THB,30301010.0,50139495.0,1202386680.0,0.53,0.0786792,0.04,8.001936664061409e-05
63707,2011-03-21,TW07QM,44460.0,TW0006012008,6041939,Taiwan Intl Sec,TW,TWD,30202015.0,42902518.0,424777382.892432,0.101,1.0,0.1,7.29242819856432e-05
64103,2011-03-21,MY228W,140209.0,MYL5138OO002,B28VNR6,HAP SENG PLTNS.HDG.,MY,MYR,45102010.0,91894522.0,765787658.484272,0.12,1.0,0.12,0.0001561992709906
64179,2011-03-21,BR209D,152886.0,BRESTCACNOR5,B23PBF7,YDUQS PARTICIPACOES ON,BR,BRL,40201010.0,178407847.0,1274341809.910107,0.14,1.0,0.14,0.0003032517611921
64236,2011-03-21,IN17S5,230240.0,INE593D01010,B03M8K8,SOLVAY PHARMA INDIA,IN,INR,20103015.0,22539601.0,204905374.1189534,0.11,1.0,0.11,3.831206875008794e-05
64238,2011-03-21,IN06AL,147921.0,INE824G01012,B0BV6C5,Jindal South Wes,IN,INR,30202010.0,21449154.0,215137066.58230498,0.5709,0.1746365,0.1,3.6458562983400806e-05
64257,2011-03-21,IN02W3,141232.0,INE483A01010,B236VP0,Central Bank IN,IN,INR,30101010.0,257109282.0,1973210109.3425379,0.1303,1.0,0.13,0.0004370258589879
64259,2011-03-21,IN08CP,18651.0,INE347G01014,B00KT68,Petronet Lng,IN,INR,65102020.0,175447828.0,1993725075.7151976,0.348,0.2528736,0.09,0.0002982204187372
64267,2011-03-21,IN11HO,5691.0,INE195A01028,6136073,Supreme Inds,IN,INR,50203015.0,32931620.0,403573753.275693,0.0816,1.0,0.08,5.597607914584518e-05
64279,2011-03-21,IN17R4,229495.0,INE949H01015,B233MM5,MAN INFRACONSTRUCTION,IN,INR,50101010.0,14684805.0,151436602.36111048,0.3,0.3232333,0.1,2.4960746143715462e-05
64285,2011-03-21,IN043C,5162.0,INE188A01015,6418889,FERT.& CHEMS.TRAVANCORE,IN,INR,55201015.0,5649840.0,564984062.6854273,0.01,1.0,0.01,9.603411280749684e-06
64286,2011-03-21,IN02FM,5521.0,INE306A01021,B00YYR6,Bajaj Hindustan,IN,INR,45102035.0,18488272.0,292073814.1105346,0.0633,1.0,0.06,3.142575362954854e-05
64302,2011-03-21,IN05AK,4741.0,INE176B01026,6709776,Havells India,IN,INR,50202010.0,96426891.0,961384890.5485876,0.3652,0.274644,0.1,0.0001639032420027
64304,2011-03-21,IN0AJY,11956.0,INE517B01013,6326067,Tata Tele Ma,IN,INR,15102015.0,74088225.0,623407250.7160944,0.2227,0.5336507,0.12,0.0001259327159239
64323,2011-03-21,IN017D,4952.0,INE421A01028,B07Y0K4,Aban Offshore,IN,INR,60101015.0,26332499.0,541821200.5152292,0.5603,0.0867392,0.05,4.475911139907144e-05
64328,2011-03-21,IN0AWB,2083.0,INE228A01035,6142854,Usha Martin,IN,INR,55102015.0,44692837.0,361885338.8830393,0.6269,0.1970011,0.12,7.5967407044183e-05
64334,2011-03-21,IN09JX,45167.0,INE756B01017,B06WT79,Shiv Vani Oil,IN,INR,60101030.0,35694998.0,277998392.3782843,0.8288,0.1549228,0.13,6.067317772884496e-05
64337,2011-03-21,IN097L,5156.0,INE027A01015,6101101,Rashtriya Chem,IN,INR,55201000.0,69359414.0,924792160.8206085,0.075,1.0,0.08,0.0001178948392934
64344,2011-03-21,IN01GM,6622.0,INE434A01013,6580368,ANDHRA BANK,IN,INR,30101010.0,210744009.0,1510709748.0999997,0.3241,0.4304227,0.14,0.000358215700512
64352,2011-03-21,IN0AGV,45276.0,INE256C01024,B05N274,Triveni Ind,IN,INR,45102035.0,77564628.0,554033043.4927365,0.253,0.5533597,0.14,0.0001318417908334
64365,2011-03-21,IN0319,5161.0,INE178A01016,6121563,Chennai Petro,IN,INR,60101020.0,56449409.0,656388394.648448,0.2702,0.3182828,0.09,9.595083952505784e-05
64385,2011-03-21,IN05Z9,148594.0,INE091G01018,B04GKH0,Jai Balaji,IN,INR,55102010.0,11848574.0,237923099.4556196,0.5674,0.0877688,0.05,2.0139814439417296e-05
64391,2011-03-21,IN02CJ,18650.0,INE376G01013,6741251,Biocon,IN,INR,20103010.0,61591296.0,1455233150.0,0.4059,0.104272,0.04,0.0001046908490864
64403,2011-03-21,IN11V2,213674.0,INE919H01018,B3LBWM8,Indian Metals,IN,INR,55102010.0,30012601.0,319357677.1359702,0.3722,0.2524933,0.09,5.101442713564265e-05
64405,2011-03-21,IN02NU,30419.0,INE589G01011,B0PDQG1,Bombay Rayon,IN,INR,40204020.0,82153202.0,688627101.9705,0.3695,0.3228687,0.12,0.0001396412972467
64433,2011-03-21,IN089M,215091.0,INE542F01012,B2NXD22,Pipavav Shipyard,IN,INR,50206060.0,55543029.0,1169326771.657565,0.1105,0.4298643,0.05,9.44102047607732e-05
64453,2011-03-21,IN12DL,140126.0,INE369I01014,B2800V6,IL&FS ENGINEERING & CONSTR.,IN,INR,50101010.0,12460756.0,309969118.24026924,0.1888,0.2129237,0.04,2.118038116779755e-05
64466,2011-03-21,IN12NV,242371.0,INE522D01027,6570400,MANAPPURAM FINANCE,IN,INR,30201020.0,98007730.0,1067622297.5362055,0.54,0.17,0.09,0.0001665902998815
64469,2011-03-21,IN0A0F,215340.0,INE805D01026,B03PX13,Sunteck Rea,IN,INR,35101010.0,52124479.0,419681733.23433,0.3392,0.3661557,0.12,8.859946646839556e-05
64481,2011-03-21,IN109F,241653.0,INE180K01011,B4TL227,SKS Microfinance,IN,INR,30201020.0,117776991.0,875665358.9446962,0.384,0.3502604,0.13,0.0002001934362711
64555,2011-03-21,EV029,42912.0,RU0008959580,B55XCQ8,KAMAZ,RU,RUB,50206015.0,151160580.0,1928068618.299246,0.0784,1.0,0.08,0.0002569377573836
64560,2011-03-21,RU10H3,22045.0,RU000A0DM8R7,B596R02,SEVENTH CONTINENT,RU,RUB,45201010.0,68483510.0,684835105.8709465,0.1,1.0,0.1,0.0001164060066266
64643,2011-03-21,CN8D3N,215894.0,KYG9884T1013,B51QBN1,YUZHOU GROUP HOLDINGS COMPANY,CN,HKD,35101010.0,21327647.0,710921664.8894322,0.03,1.0,0.03,3.625202940112413e-05
64715,2011-03-21,B03MSM,3080.0,TRAFFKRL91P0,B03MSM0,FINANS FINANSAL KIRALAMA,TR,TRY,30201025.0,13335321.0,231918616.994904,0.0575,1.0,0.06,2.2666937846703295e-05
64777,2011-03-21,412532,35434.0,TRABRISA91E3,B03MQ60,BRISA BRIDGESTONE SABANCI,TR,TRY,40101015.0,108917298.0,854253376.7394376,0.1275,1.0,0.13,0.0001851340229602
64845,2011-03-21,KR102E,228695.0,KR7115390007,B5LG7S8,Lock&Lock,KR,KRW,40202025.0,173205721.0,1662243000.0,0.1042,1.0,0.1,0.0002944093593697
64863,2011-03-21,KR018K,25344.0,KR7000680009,6497877,LS Networks,KR,KRW,40204025.0,33075639.0,334435176.76078796,0.0989,1.0,0.1,5.622087788160448e-05
65088,2011-03-21,ID2041,3926.0,ID1000105604,B1W5678,GLOBAL MEDIACOM,ID,IDR,40301035.0,114189656.0,1324705822.0032,0.27,0.3192593,0.09,0.0001940958028148
65117,2011-03-21,ID20EB,137567.0,ID1000106206,B1Z5HY9,MEDIA NUSNT.CITRA,ID,IDR,40301035.0,196069046.0,1487625558.5536,0.22,0.5990909,0.13,0.0003332716834746
65134,2011-03-21,PH04GQ,25993.0,PHY411571011,6455819,ICTSI,PH,PHP,50206060.0,237870395.0,1784474128.6064,0.1333,1.0,0.13,0.0004043242347923
65221,2011-03-21,TH104F,214874.0,TH1016010007,B2R7SH0,BANGKOK LIFE ASSURANCE,TH,THB,30301010.0,59483021.0,1426452181.160832,0.53,0.0786792,0.04,0.0001011072729288
65895,2011-06-20,IN17S5,230240.0,INE593D01010,B03M8K8,SOLVAY PHARMA INDIA,IN,INR,20103015.0,25921814.0,235652753.013678,0.11,1.0,0.11,4.3581173034373934e-05
65897,2011-06-20,IN06AL,147921.0,INE824G01012,B0BV6C5,Jindal South Wes,IN,INR,30202010.0,22500265.0,225679816.40329126,0.5709,0.1746365,0.1,3.78286775101568e-05
65907,2011-06-20,IN12NV,242371.0,INE522D01027,6570400,MANAPPURAM FINANCE,IN,INR,30201020.0,96712110.0,1053508859.9327319,0.54,0.17,0.09,0.0001625976947612
65919,2011-06-20,IN02W3,141232.0,INE483A01010,B236VP0,Central Bank IN,IN,INR,30101010.0,214383001.0,1645303142.9618785,0.1303,1.0,0.13,0.0003604324397285
65921,2011-06-20,IN08CP,18651.0,INE347G01014,B00KT68,Petronet Lng,IN,INR,65102020.0,205406501.0,2334164469.437641,0.348,0.2528736,0.09,0.0003453406564242
65944,2011-06-20,IN17R4,229495.0,INE949H01015,B233MM5,MAN INFRACONSTRUCTION,IN,INR,50101010.0,12181369.0,125620001.268762,0.3,0.3232333,0.1,2.0479984548325152e-05
65951,2011-06-20,IN043C,5162.0,INE188A01015,6418889,FERT.& CHEMS.TRAVANCORE,IN,INR,55201015.0,5334741.0,533474120.7554223,0.01,1.0,0.01,8.969058670607274e-06
65952,2011-06-20,IN02FM,5521.0,INE306A01021,B00YYR6,Bajaj Hindustan,IN,INR,45102035.0,16998426.0,268537543.89885426,0.0633,1.0,0.06,2.857868453257171e-05
65969,2011-06-20,IN05AK,4741.0,INE176B01026,6709776,Havells India,IN,INR,50202010.0,113843869.0,1135033738.125127,0.3652,0.274644,0.1,0.0001914005460339
65972,2011-06-20,IN0AJY,11956.0,INE517B01013,6326067,Tata Tele Ma,IN,INR,15102015.0,85428173.0,718826089.1887476,0.2227,0.5336507,0.12,0.0001436265220298
65993,2011-06-20,IN017D,4952.0,INE421A01028,B07Y0K4,Aban Offshore,IN,INR,60101015.0,24552221.0,505189952.5595422,0.5603,0.0867392,0.05,4.127853829130899e-05
65998,2011-06-20,IN0AWB,2083.0,INE228A01035,6142854,Usha Martin,IN,INR,55102015.0,42862734.0,347066680.155195,0.6269,0.1970011,0.12,7.20631753310298e-05
66004,2011-06-20,IN09JX,45167.0,INE756B01017,B06WT79,Shiv Vani Oil,IN,INR,60101030.0,30034593.0,233914249.46440554,0.8288,0.1549228,0.13,5.049580228258702e-05
66007,2011-06-20,IN097L,5156.0,INE027A01015,6101101,Rashtriya Chem,IN,INR,55201000.0,68823024.0,917640288.692127,0.075,1.0,0.08,0.0001157090363233
66014,2011-06-20,IN01GM,6622.0,INE434A01013,6580368,ANDHRA BANK,IN,INR,30101010.0,226638207.0,1624646698.8316767,0.3241,0.4304227,0.14,0.0003810365630841
66023,2011-06-20,IN0AGV,45276.0,INE256C01024,B05N274,Triveni Ind,IN,INR,45102035.0,29323810.0,209455779.0440115,0.253,0.5533597,0.14,4.930079498437512e-05
66036,2011-06-20,IN0319,5161.0,INE178A01016,6121563,Chennai Petro,IN,INR,60101020.0,62651604.0,728506931.714562,0.2702,0.3182828,0.09,0.0001053333071059
66058,2011-06-20,IN05Z9,148594.0,INE091G01018,B04GKH0,Jai Balaji,IN,INR,55102010.0,12137056.0,243715901.12163293,0.5674,0.0877688,0.05,2.040548310638624e-05
66064,2011-06-20,IN02CJ,18650.0,INE376G01013,6741251,Biocon,IN,INR,20103010.0,64116101.0,1514887374.0000002,0.4059,0.104272,0.04,0.0001077954996502
66079,2011-06-20,IN02NU,30419.0,INE589G01011,B0PDQG1,Bombay Rayon,IN,INR,40204020.0,92578285.0,776012557.32,0.3695,0.3228687,0.12,0.0001556476818254
66109,2011-06-20,IN089M,215091.0,INE542F01012,B2NXD22,Pipavav Shipyard,IN,INR,50206060.0,54606515.0,1149610733.6681168,0.1105,0.4298643,0.05,9.180746297381564e-05
